epoch,step,train_ce_epoch,train_h_penalty_epoch,train_loss_epoch,train_loss_step,val_hdist,val_hdist_prog,val_loss,val_loss_prog
0,0,,,,5.562587738037109,,,,
0,1,,,,5.549846172332764,,,,
0,2,,,,5.556754112243652,,,,
0,3,,,,5.493969917297363,,,,
0,4,,,,5.524700164794922,,,,
0,5,,,,5.496443748474121,,,,
0,6,,,,5.513813495635986,,,,
0,7,,,,5.452150344848633,,,,
0,8,,,,5.4880475997924805,,,,
0,9,,,,5.445706367492676,,,,
0,10,,,,5.412613868713379,,,,
0,11,,,,5.50926399230957,,,,
0,12,,,,5.4930830001831055,,,,
0,13,,,,5.408763885498047,,,,
0,14,,,,5.438775539398193,,,,
0,15,,,,5.384978771209717,,,,
0,16,,,,5.39700984954834,,,,
0,17,,,,5.378884315490723,,,,
0,18,,,,5.4475274085998535,,,,
0,19,,,,5.315701961517334,,,,
0,20,,,,5.279280185699463,,,,
0,21,,,,5.328444004058838,,,,
0,22,,,,5.269503593444824,,,,
0,23,,,,5.297546863555908,,,,
0,24,,,,5.273712635040283,,,,
0,25,,,,5.228296279907227,,,,
0,26,,,,5.210046768188477,,,,
0,27,,,,5.243690490722656,,,,
0,28,,,,5.237670421600342,,,,
0,29,,,,5.157872200012207,,,,
0,30,,,,5.166248798370361,,,,
0,31,,,,5.107012748718262,,,,
0,32,,,,5.181796073913574,,,,
0,33,,,,5.099497318267822,,,,
0,34,,,,5.209693431854248,,,,
0,35,,,,5.085500717163086,,,,
0,36,,,,5.098658561706543,,,,
0,37,,,,5.032212734222412,,,,
0,38,,,,5.036845684051514,,,,
0,39,,,,5.046047687530518,,,,
0,40,,,,4.978759765625,,,,
0,41,,,,4.813512802124023,,,,
0,42,,,,4.8013997077941895,,,,
0,43,,,,4.941779136657715,,,,
0,44,,,,4.93886137008667,,,,
0,45,,,,4.947879791259766,,,,
0,46,,,,4.863714218139648,,,,
0,47,,,,4.856729507446289,,,,
0,48,,,,4.901679992675781,,,,
0,49,,,,4.871282577514648,,,,
0,50,,,,4.851309299468994,,,,
0,51,,,,5.002250671386719,,,,
0,52,,,,4.753176212310791,,,,
0,53,,,,4.760753631591797,,,,
0,54,,,,4.795546531677246,,,,
0,55,,,,4.815607070922852,,,,
0,56,,,,4.749613285064697,,,,
0,57,,,,4.676083564758301,,,,
0,58,,,,4.573937892913818,,,,
0,59,,,,4.661801338195801,,,,
0,60,,,,4.628149032592773,,,,
0,61,,,,4.656081676483154,,,,
0,62,,,,4.571972846984863,,,,
0,63,,,,4.663110256195068,,,,
0,64,,,,4.611290454864502,,,,
0,65,,,,4.64979362487793,,,,
0,66,,,,4.6971330642700195,,,,
0,67,,,,4.553439140319824,,,,
0,68,,,,4.674892425537109,,,,
0,69,,,,4.585902214050293,,,,
0,70,,,,4.455343246459961,,,,
0,71,,,,4.6217875480651855,,,,
0,72,,,,4.373906135559082,,,,
0,73,,,,4.589900493621826,,,,
0,74,,,,4.44675350189209,,,,
0,75,,,,4.257114887237549,,,,
0,76,,,,4.348788261413574,,,,
0,77,,,,4.451900482177734,,,,
0,78,,,,4.382664680480957,,,,
0,79,,,,4.4265642166137695,,,,
0,80,,,,4.31959342956543,,,,
0,81,,,,4.259246826171875,,,,
0,82,,,,4.326249122619629,,,,
0,83,,,,4.300613880157471,,,,
0,84,,,,4.3445024490356445,,,,
0,85,,,,4.249596118927002,,,,
0,86,,,,4.190583229064941,,,,
0,87,,,,4.346180438995361,,,,
0,88,,,,4.17654275894165,,,,
0,89,,,,4.139974117279053,,,,
0,90,,,,4.291080474853516,,,,
0,91,,,,3.9429666996002197,,,,
0,92,,,,4.00648307800293,,,,
0,93,,,,4.118577480316162,,,,
0,94,,,,4.1208953857421875,,,,
0,95,,,,4.078047752380371,,,,
0,96,,,,4.2039289474487305,,,,
0,97,,,,4.157630443572998,,,,
0,98,,,,3.9954075813293457,,,,
0,99,,,,4.138845443725586,,,,
0,100,,,,4.169699668884277,,,,
0,101,,,,3.9652554988861084,,,,
0,102,,,,3.9247899055480957,,,,
0,103,,,,3.973435878753662,,,,
0,104,,,,4.063380241394043,,,,
0,105,,,,3.9845786094665527,,,,
0,106,,,,3.904460906982422,,,,
0,107,,,,3.922686815261841,,,,
0,108,,,,4.062800884246826,,,,
0,109,,,,3.8184165954589844,,,,
0,110,,,,3.958792209625244,,,,
0,111,,,,3.979602098464966,,,,
0,112,,,,3.9264042377471924,,,,
0,113,,,,3.9219324588775635,,,,
0,114,,,,4.0209832191467285,,,,
0,115,,,,4.020936012268066,,,,
0,116,,,,3.8987627029418945,,,,
0,117,,,,3.8249971866607666,,,,
0,118,,,,3.902878522872925,,,,
0,119,,,,3.6888585090637207,,,,
0,120,,,,3.624946117401123,,,,
0,121,,,,3.8057069778442383,,,,
0,122,,,,3.5982813835144043,,,,
0,123,,,,3.7124624252319336,,,,
0,124,,,,3.961338996887207,,,,
0,125,,,,3.7445762157440186,,,,
0,126,,,,3.6427035331726074,,,,
0,127,,,,3.6381871700286865,,,,
0,128,,,,3.5357913970947266,,,,
0,129,,,,3.6653895378112793,,,,
0,130,,,,3.597245693206787,,,,
0,131,,,,3.469782829284668,,,,
0,132,,,,3.7572758197784424,,,,
0,133,,,,3.595737934112549,,,,
0,134,,,,3.411989688873291,,,,
0,135,,,,3.552410125732422,,,,
0,136,,,,3.752431869506836,,,,
0,137,,,,3.447012424468994,,,,
0,138,,,,3.6743898391723633,,,,
0,139,,,,3.554264783859253,,,,
0,140,,,,3.6000266075134277,,,,
0,141,,,,3.550535202026367,,,,
0,142,,,,3.5760440826416016,,,,
0,143,,,,3.5188469886779785,,,,
0,144,,,,3.3992199897766113,,,,
0,145,,,,3.718191623687744,,,,
0,146,,,,3.5335164070129395,,,,
0,147,,,,3.479745864868164,,,,
0,148,,,,4.053821563720703,,,,
0,148,,,,,3.556962013244629,3.556962013244629,2.3388211727142334,2.3388211727142334
0,148,3.5364785194396973,9.48434066772461,4.4849138259887695,,,,,
1,149,,,,3.3131399154663086,,,,
1,150,,,,3.3814477920532227,,,,
1,151,,,,3.4691476821899414,,,,
1,152,,,,3.3281495571136475,,,,
1,153,,,,3.2603182792663574,,,,
1,154,,,,3.312739849090576,,,,
1,155,,,,3.147644519805908,,,,
1,156,,,,3.4650392532348633,,,,
1,157,,,,3.530679702758789,,,,
1,158,,,,3.0731148719787598,,,,
1,159,,,,3.344087839126587,,,,
1,160,,,,3.305459499359131,,,,
1,161,,,,3.095395565032959,,,,
1,162,,,,3.168731451034546,,,,
1,163,,,,3.179689645767212,,,,
1,164,,,,3.3385112285614014,,,,
1,165,,,,3.2058157920837402,,,,
1,166,,,,3.0908632278442383,,,,
1,167,,,,3.0222058296203613,,,,
1,168,,,,3.1252474784851074,,,,
1,169,,,,3.2299256324768066,,,,
1,170,,,,3.217092990875244,,,,
1,171,,,,3.161506175994873,,,,
1,172,,,,3.2839083671569824,,,,
1,173,,,,3.219724178314209,,,,
1,174,,,,3.2279467582702637,,,,
1,175,,,,3.146859645843506,,,,
1,176,,,,2.987912178039551,,,,
1,177,,,,3.0034706592559814,,,,
1,178,,,,3.0816054344177246,,,,
1,179,,,,3.158097267150879,,,,
1,180,,,,2.9692564010620117,,,,
1,181,,,,2.942095994949341,,,,
1,182,,,,3.2982017993927,,,,
1,183,,,,3.06417179107666,,,,
1,184,,,,2.9386110305786133,,,,
1,185,,,,3.096292018890381,,,,
1,186,,,,2.932178497314453,,,,
1,187,,,,2.7277846336364746,,,,
1,188,,,,2.8003015518188477,,,,
1,189,,,,2.8350536823272705,,,,
1,190,,,,2.806650161743164,,,,
1,191,,,,2.873263120651245,,,,
1,192,,,,2.8187673091888428,,,,
1,193,,,,2.9161574840545654,,,,
1,194,,,,2.7730395793914795,,,,
1,195,,,,2.9970180988311768,,,,
1,196,,,,2.9000725746154785,,,,
1,197,,,,3.228593587875366,,,,
1,198,,,,2.836168050765991,,,,
1,199,,,,2.988646984100342,,,,
1,200,,,,2.7527294158935547,,,,
1,201,,,,2.9833791255950928,,,,
1,202,,,,2.7280681133270264,,,,
1,203,,,,2.8928956985473633,,,,
1,204,,,,2.8958840370178223,,,,
1,205,,,,2.7670788764953613,,,,
1,206,,,,2.835404396057129,,,,
1,207,,,,2.8161492347717285,,,,
1,208,,,,2.75248384475708,,,,
1,209,,,,2.9043684005737305,,,,
1,210,,,,2.939028263092041,,,,
1,211,,,,2.8783767223358154,,,,
1,212,,,,2.8487837314605713,,,,
1,213,,,,2.816065549850464,,,,
1,214,,,,2.7606170177459717,,,,
1,215,,,,2.8495049476623535,,,,
1,216,,,,2.829616069793701,,,,
1,217,,,,2.7773828506469727,,,,
1,218,,,,2.864466667175293,,,,
1,219,,,,2.819638967514038,,,,
1,220,,,,2.661639928817749,,,,
1,221,,,,2.5547165870666504,,,,
1,222,,,,2.747161865234375,,,,
1,223,,,,2.8425917625427246,,,,
1,224,,,,2.621415853500366,,,,
1,225,,,,2.71254301071167,,,,
1,226,,,,2.7182459831237793,,,,
1,227,,,,2.778520107269287,,,,
1,228,,,,2.5641908645629883,,,,
1,229,,,,2.5936477184295654,,,,
1,230,,,,2.788334846496582,,,,
1,231,,,,2.688920497894287,,,,
1,232,,,,2.8052353858947754,,,,
1,233,,,,2.728543996810913,,,,
1,234,,,,2.747955560684204,,,,
1,235,,,,2.5556693077087402,,,,
1,236,,,,2.540548801422119,,,,
1,237,,,,2.5464377403259277,,,,
1,238,,,,2.6574456691741943,,,,
1,239,,,,2.444176197052002,,,,
1,240,,,,2.5987064838409424,,,,
1,241,,,,2.5176711082458496,,,,
1,242,,,,2.747344970703125,,,,
1,243,,,,2.602672815322876,,,,
1,244,,,,2.7013845443725586,,,,
1,245,,,,2.6410980224609375,,,,
1,246,,,,2.525871753692627,,,,
1,247,,,,2.584164619445801,,,,
1,248,,,,2.6335790157318115,,,,
1,249,,,,2.614799737930298,,,,
1,250,,,,2.616966724395752,,,,
1,251,,,,2.4431607723236084,,,,
1,252,,,,2.6368939876556396,,,,
1,253,,,,2.5426039695739746,,,,
1,254,,,,2.5893287658691406,,,,
1,255,,,,2.5953969955444336,,,,
1,256,,,,2.384847402572632,,,,
1,257,,,,2.4049441814422607,,,,
1,258,,,,2.5800342559814453,,,,
1,259,,,,2.5657310485839844,,,,
1,260,,,,2.5797982215881348,,,,
1,261,,,,2.430053949356079,,,,
1,262,,,,2.4202351570129395,,,,
1,263,,,,2.4253158569335938,,,,
1,264,,,,2.6476547718048096,,,,
1,265,,,,2.4050798416137695,,,,
1,266,,,,2.4250574111938477,,,,
1,267,,,,2.4098589420318604,,,,
1,268,,,,2.4986352920532227,,,,
1,269,,,,2.445669412612915,,,,
1,270,,,,2.5672171115875244,,,,
1,271,,,,2.2850050926208496,,,,
1,272,,,,2.318305730819702,,,,
1,273,,,,2.4391531944274902,,,,
1,274,,,,2.4409894943237305,,,,
1,275,,,,2.410707950592041,,,,
1,276,,,,2.3845205307006836,,,,
1,277,,,,2.4543402194976807,,,,
1,278,,,,2.300916910171509,,,,
1,279,,,,2.282604694366455,,,,
1,280,,,,2.2911376953125,,,,
1,281,,,,2.088301181793213,,,,
1,282,,,,2.3639113903045654,,,,
1,283,,,,2.339409112930298,,,,
1,284,,,,2.339965343475342,,,,
1,285,,,,2.3562722206115723,,,,
1,286,,,,2.320521831512451,,,,
1,287,,,,2.395657539367676,,,,
1,288,,,,2.3791022300720215,,,,
1,289,,,,2.3782761096954346,,,,
1,290,,,,2.359961986541748,,,,
1,291,,,,2.206709146499634,,,,
1,292,,,,2.4175214767456055,,,,
1,293,,,,2.295114517211914,,,,
1,294,,,,2.449841022491455,,,,
1,295,,,,2.1744415760040283,,,,
1,296,,,,2.1116652488708496,,,,
1,297,,,,3.0998337268829346,,,,
1,297,,,,,1.594303846359253,1.594303846359253,1.500889778137207,1.500889778137207
1,297,2.1186375617980957,6.383667469024658,2.757004976272583,,,,,
2,298,,,,2.189429998397827,,,,
2,299,,,,2.2255825996398926,,,,
2,300,,,,2.036384344100952,,,,
2,301,,,,2.2273757457733154,,,,
2,302,,,,2.127214193344116,,,,
2,303,,,,2.097599983215332,,,,
2,304,,,,2.250521183013916,,,,
2,305,,,,2.172056198120117,,,,
2,306,,,,2.192894458770752,,,,
2,307,,,,2.196573495864868,,,,
2,308,,,,2.0580856800079346,,,,
2,309,,,,2.2552032470703125,,,,
2,310,,,,1.9563515186309814,,,,
2,311,,,,2.0499215126037598,,,,
2,312,,,,1.9919543266296387,,,,
2,313,,,,2.088322401046753,,,,
2,314,,,,2.3605923652648926,,,,
2,315,,,,2.044185161590576,,,,
2,316,,,,1.9478070735931396,,,,
2,317,,,,1.9934077262878418,,,,
2,318,,,,2.277625560760498,,,,
2,319,,,,2.1421632766723633,,,,
2,320,,,,2.234612226486206,,,,
2,321,,,,2.0454299449920654,,,,
2,322,,,,2.0322742462158203,,,,
2,323,,,,2.0781073570251465,,,,
2,324,,,,2.118839740753174,,,,
2,325,,,,1.9453396797180176,,,,
2,326,,,,2.1385157108306885,,,,
2,327,,,,2.0491771697998047,,,,
2,328,,,,1.9642674922943115,,,,
2,329,,,,2.1210498809814453,,,,
2,330,,,,1.9217373132705688,,,,
2,331,,,,2.237704038619995,,,,
2,332,,,,2.0362870693206787,,,,
2,333,,,,1.9910860061645508,,,,
2,334,,,,2.0415635108947754,,,,
2,335,,,,1.9530726671218872,,,,
2,336,,,,1.9717113971710205,,,,
2,337,,,,2.021644353866577,,,,
2,338,,,,2.1222760677337646,,,,
2,339,,,,1.9244389533996582,,,,
2,340,,,,2.1269381046295166,,,,
2,341,,,,2.016880989074707,,,,
2,342,,,,2.0959386825561523,,,,
2,343,,,,2.1813459396362305,,,,
2,344,,,,2.0239830017089844,,,,
2,345,,,,1.9899156093597412,,,,
2,346,,,,2.117323875427246,,,,
2,347,,,,2.1275634765625,,,,
2,348,,,,2.011918544769287,,,,
2,349,,,,1.9786291122436523,,,,
2,350,,,,2.1540729999542236,,,,
2,351,,,,1.8640525341033936,,,,
2,352,,,,1.9783177375793457,,,,
2,353,,,,2.2311553955078125,,,,
2,354,,,,2.1367993354797363,,,,
2,355,,,,1.8649858236312866,,,,
2,356,,,,1.981466293334961,,,,
2,357,,,,2.021592378616333,,,,
2,358,,,,2.17512583732605,,,,
2,359,,,,1.9067120552062988,,,,
2,360,,,,1.7747218608856201,,,,
2,361,,,,1.9310734272003174,,,,
2,362,,,,1.6919556856155396,,,,
2,363,,,,1.892816424369812,,,,
2,364,,,,1.940758466720581,,,,
2,365,,,,1.9391143321990967,,,,
2,366,,,,1.9664347171783447,,,,
2,367,,,,1.985886573791504,,,,
2,368,,,,1.6709941625595093,,,,
2,369,,,,1.9307044744491577,,,,
2,370,,,,1.9376500844955444,,,,
2,371,,,,1.8678033351898193,,,,
2,372,,,,1.9462285041809082,,,,
2,373,,,,1.9406514167785645,,,,
2,374,,,,2.0685195922851562,,,,
2,375,,,,1.8312567472457886,,,,
2,376,,,,1.99135160446167,,,,
2,377,,,,1.9211186170578003,,,,
2,378,,,,1.9901978969573975,,,,
2,379,,,,1.9710407257080078,,,,
2,380,,,,2.0296599864959717,,,,
2,381,,,,2.1105122566223145,,,,
2,382,,,,1.8535895347595215,,,,
2,383,,,,1.9602971076965332,,,,
2,384,,,,1.8420538902282715,,,,
2,385,,,,1.8192105293273926,,,,
2,386,,,,1.7409459352493286,,,,
2,387,,,,1.8420519828796387,,,,
2,388,,,,1.8674967288970947,,,,
2,389,,,,1.9047998189926147,,,,
2,390,,,,1.9548490047454834,,,,
2,391,,,,1.6981737613677979,,,,
2,392,,,,1.8390121459960938,,,,
2,393,,,,1.89350163936615,,,,
2,394,,,,1.8547443151474,,,,
2,395,,,,1.9292018413543701,,,,
2,396,,,,1.7537227869033813,,,,
2,397,,,,1.9211195707321167,,,,
2,398,,,,1.9058020114898682,,,,
2,399,,,,1.849110722541809,,,,
2,400,,,,1.9852571487426758,,,,
2,401,,,,1.8591903448104858,,,,
2,402,,,,1.765276551246643,,,,
2,403,,,,1.7533529996871948,,,,
2,404,,,,1.7315510511398315,,,,
2,405,,,,1.8985604047775269,,,,
2,406,,,,1.9540643692016602,,,,
2,407,,,,1.8446835279464722,,,,
2,408,,,,1.8051798343658447,,,,
2,409,,,,1.8947203159332275,,,,
2,410,,,,1.9165434837341309,,,,
2,411,,,,1.8230173587799072,,,,
2,412,,,,1.8242707252502441,,,,
2,413,,,,1.873536229133606,,,,
2,414,,,,1.6723823547363281,,,,
2,415,,,,1.8483930826187134,,,,
2,416,,,,1.6874865293502808,,,,
2,417,,,,2.0329864025115967,,,,
2,418,,,,1.7180206775665283,,,,
2,419,,,,1.8007628917694092,,,,
2,420,,,,1.728757619857788,,,,
2,421,,,,1.826359510421753,,,,
2,422,,,,1.6901596784591675,,,,
2,423,,,,1.7385425567626953,,,,
2,424,,,,1.7744226455688477,,,,
2,425,,,,1.8200483322143555,,,,
2,426,,,,1.7932721376419067,,,,
2,427,,,,1.9955475330352783,,,,
2,428,,,,1.766409993171692,,,,
2,429,,,,1.6629143953323364,,,,
2,430,,,,1.8072714805603027,,,,
2,431,,,,1.8816636800765991,,,,
2,432,,,,1.88093101978302,,,,
2,433,,,,2.0078065395355225,,,,
2,434,,,,1.8614416122436523,,,,
2,435,,,,1.756019115447998,,,,
2,436,,,,1.7400261163711548,,,,
2,437,,,,1.9336448907852173,,,,
2,438,,,,1.6117712259292603,,,,
2,439,,,,1.6811028718948364,,,,
2,440,,,,1.6727017164230347,,,,
2,441,,,,1.8322569131851196,,,,
2,442,,,,1.9051382541656494,,,,
2,443,,,,1.8961894512176514,,,,
2,444,,,,1.808027744293213,,,,
2,445,,,,1.7382619380950928,,,,
2,446,,,,2.3756370544433594,,,,
2,446,,,,,1.162447214126587,1.162447214126587,1.2947790622711182,1.2947790622711182
2,446,1.536610722541809,4.102054119110107,1.946816086769104,,,,,
3,447,,,,1.6690096855163574,,,,
3,448,,,,1.5640393495559692,,,,
3,449,,,,1.6158570051193237,,,,
3,450,,,,1.7566879987716675,,,,
3,451,,,,1.4943337440490723,,,,
3,452,,,,1.618168830871582,,,,
3,453,,,,1.5400683879852295,,,,
3,454,,,,1.6470577716827393,,,,
3,455,,,,1.498709797859192,,,,
3,456,,,,1.6956677436828613,,,,
3,457,,,,1.6816496849060059,,,,
3,458,,,,1.5594455003738403,,,,
3,459,,,,1.5922455787658691,,,,
3,460,,,,1.6680727005004883,,,,
3,461,,,,1.771353006362915,,,,
3,462,,,,1.7306581735610962,,,,
